company,financial_attention,financial_course,risk_preference,lottery_preference,answer_interest_rate,knowledge_interest_rate,answer_inflation_rate,knowledge_inflation_rate,answer_stock_fund,knowledge_stock_fund,factor_calculate,factor_judge,factor_attention
201501562,,,,,,,,,,,,,
201501563,,,,,,,,,,,,,
201501564,,,,,,,,,,,,,
201501565,,,,,,,,,,,,,
201501566,,,,,,,,,,,,,
201501567,,,,,,,,,,,,,
201501568,,,,,,,,,,,,,
201501569,,,,,,,,,,,,,
201501570,4,0,3,1,1,1,0,1,1,1,0.637082303,0.874156848,-0.421531509
201501571,,,,,,,,,,,,,
201501572,,,,,,,,,,,,,
201501573,,,,,,,,,,,,,
201501574,,,,,,,,,,,,,
201501575,,,,,,,,,,,,,
201501576,,,,,,,,,,,,,
201501577,,,,,,,,,,,,,
201501578,,,,,,,,,,,,,
201501579,5,0,2,2,1,1,0,0,1,1,-0.23039738,1.104203036,0.015101555
201501580,,,,,,,,,,,,,
201501581,2,0,2,2,0,0,0,0,1,1,-1.303414417,0.493128468,-0.930456706
201501582,2,0,4,1,0,1,0,0,0,0,-0.512007945,-1.294825689,-1.064712835
201501583,,,,,,,,,,,,,
201501584,,,,,,,,,,,,,
201501585,,,,,,,,,,,,,
201501586,2,0,2,2,1,1,0,0,1,1,-0.143320385,1.18250797,-1.53261789
201501587,,,,,,,,,,,,,
201501588,,,,,,,,,,,,,
201501589,5,1,3,1,0,0,0,0,1,1,-1.533010288,0.30071817,1.943718847
201501590,,,,,,,,,,,,,
201501591,4,0,2,1,0,0,0,0,0,1,-1.258832809,-0.603799276,0.182238607
201501592,,,,,,,,,,,,,
201501593,,,,,,,,,,,,,
201501594,,,,,,,,,,,,,
201501595,2,0,5,2,1,1,0,0,1,1,-0.143320385,1.18250797,-1.53261789
201501596,,,,,,,,,,,,,
201501597,,,,,,,,,,,,,
201501598,2,0,3,2,0,1,0,0,0,1,-0.611787815,-0.10216307,-1.056095149
201501599,,,,,,,,,,,,,
201501600,,,,,,,,,,,,,
201501601,2,0,2,1,0,0,0,0,0,1,-1.200781479,-0.551595987,-0.849574356
201501602,,,,,,,,,,,,,
201501603,,,,,,,,,,,,,
201501604,,,,,,,,,,,,,
201501605,2,0,2,,0,0,0,0,0,1,-1.200781479,-0.551595987,-0.849574356
201501606,,,,,,,,,,,,,
201501607,,,,,,,,,,,,,
201501608,,,,,,,,,,,,,
201501609,,,,,,,,,,,,,
201501610,2,0,3,1,0,1,0,0,1,1,-0.714420752,0.942561385,-1.1369775
201501611,4,0,2,1,1,1,0,0,1,1,-0.201371715,1.130304681,-0.500804927
201501612,,,,,,,,,,,,,
201501613,,,,,,,,,,,,,
201501614,4,0,5,1,0,0,0,0,0,1,-1.258832809,-0.603799276,0.182238607
201501615,3,1,3,2,0,1,0,0,1,1,-0.885965293,0.802354376,0.70538509
201501616,4,1,2,1,1,1,0,0,1,1,-0.343890591,1.016199316,0.825651182
201501617,,,,,,,,,,,,,
201501618,,,,,,,,,,,,,
201501619,,,,,,,,,,,,,
201501620,,,,,,,,,,,,,
201501621,3,0,5,1,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501622,,,,,,,,,,,,,
201501623,,,,,,,,,,,,,
201501624,4,0,3,2,0,1,0,0,0,1,-0.669839145,-0.154366359,-0.024282187
201501625,,,,,,,,,,,,,
201501626,3,0,2,1,1,1,1,1,1,1,1.537505541,0.584543213,-0.759140844
201501627,,,,,,,,,,,,,
201501628,,,,,,,,,,,,,
201501629,,,,,,,,,,,,,
201501630,,,,,,,,,,,,,
201501631,,,,,,,,,,,,,
201501632,,,,,,,,,,,,,
201501633,,,,,,,,,,,,,
201501634,,,,,,,,,,,,,
201501635,,,,,,,,,,,,,
201501636,,,,,,,,,,,,,
201501637,,,,,,,,,,,,,
201501638,,,,,,,,,,,,,
201501639,3,0,4,2,0,1,0,0,0,1,-0.64081348,-0.128264715,-0.540188668
201501640,,,,,,,,,,,,,
201501641,,,,,,,,,,,,,
201501642,3,0,5,1,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501643,,,,,,,,,,,,,
201501644,,,,,,,,,,,,,
201501645,,,,,,,,,,,,,
201501646,3,0,2,1,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501647,,,,,,,,,,,,,
201501648,,,,,,,,,,,,,
201501649,,,,,,,,,,,,,
201501650,4,0,4,1,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501651,,,,,,,,,,,,,
201501652,,,,,,,,,,,,,
201501653,4,1,5,1,1,1,0,1,1,1,0.494563427,0.760051483,0.9049246
201501654,,,,,,,,,,,,,
201501655,,,,,,,,,,,,,
201501656,,,,,,,,,,,,,
201501657,,,,,,,,,,,,,
201501658,,,,,,,,,,,,,
201501659,,,,,,,,,,,,,
201501660,2,0,5,1,1,1,0,0,0,0,0.059092422,-1.054879104,-1.460353225
201501661,,,,,,,,,,,,,
201501662,,,,,,,,,,,,,
201501663,4,0,3,1,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501664,4,0,3,1,0,1,0,0,0,0,-0.570059275,-1.347028978,-0.032899873
201501665,,,,,,,,,,,,,
201501666,4,1,3,1,0,1,0,1,0,1,0.026095998,-0.524619557,1.38144734
201501667,,,,,,,,,,,,,
201501668,,,,,,,,,,,,,
201501669,4,0,2,2,1,1,0,0,0,0,0.001041092,-1.107082394,-0.428540262
201501670,,,,,,,,,,,,,
201501671,4,0,3,2,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501672,,,,,,,,,,,,,
201501673,,,,,,,,,,,,,
201501674,,,,,,,,,,,,,
201501675,1,0,1,2,0,0,,,0,0,,,
201501676,,,,,,,,,,,,,
201501677,2,1,1,2,,,,,0,0,,,
201501678,,,,,,,,,,,,,
201501679,,,,,,,,,,,,,
201501680,,,,,,,,,,,,,
201501681,4,0,5,1,1,1,0,0,1,1,-0.201371715,1.130304681,-0.500804927
201501682,,,,,,,,,,,,,
201501683,,,,,,,,,,,,,
201501684,,,,,,,,,,,,,
201501685,3,0,5,2,0,0,0,0,1,1,-1.332440082,0.467026824,-0.414550225
201501686,5,0,5,,0,0,0,0,1,1,-1.390491412,0.414823535,0.617262738
201501687,,,,,,,,,,,,,
201501688,,,,,,,,,,,,,
201501689,,,,,,,,,,,,,
201501690,,,,,,,,,,,,,
201501691,2,0,3,2,1,1,0,0,1,1,-0.143320385,1.18250797,-1.53261789
201501692,,,,,,,,,,,,,
201501693,,,,,,,,,,,,,
201501694,,,,,,,,,,,,,
201501695,3,0,3,2,0,1,1,1,1,1,0.966405173,0.344596628,-0.363500455
201501696,,,,,,,,,,,,,
201501697,3,0,3,1,0,1,1,1,1,1,0.966405173,0.344596628,-0.363500455
201501698,,,,,,,,,,,,,
201501699,,,,,,,,,,,,,
201501700,2,0,3,2,0,1,0,0,1,1,-0.714420752,0.942561385,-1.1369775
201501701,,,,,,,,,,,,,
201501702,,,,,,,,,,,,,
201501703,1,0,2,1,0,1,0,0,0,0,-0.48298228,-1.268724045,-1.580619317
201501704,,,,,,,,,,,,,
201501705,,,,,,,,,,,,,
201501706,,,,,,,,,,,,,
201501707,,,,,,,,,,,,,
201501708,,,,,,,,,,,,,
201501709,,,,,,,,,,,,,
201501710,,,,,,,,,,,,,
201501711,,,,,,,,,,,,,
201501712,,,,,,,,,,,,,
201501713,,,,,,,,,,,,,
201501714,,,,,,,,,,,,,
201501715,,,,,,,,,,,,,
201501716,,,,,,,,,,,,,
201501717,3,0,3,2,1,1,0,0,1,1,-0.17234605,1.156406325,-1.016711408
201501718,,,,,,,,,,,,,
201501719,2,0,1,1,0,0,0,0,0,0,-1.10100161,-1.744258606,-0.858192042
201501720,2,0,1,,0,0,0,0,0,0,-1.10100161,-1.744258606,-0.858192042
201501721,4,1,4,1,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201501722,,,,,,,,,,,,,
201501723,,,,,,,,,,,,,
201501724,,,,,,,,,,,,,
201501725,2,0,4,2,0,0,1,1,1,1,0.406437174,-0.078734644,-0.672886143
201501726,,,,,,,,,,,,,
201501727,,,,,,,,,,,,,
201501728,2,0,5,2,0,1,0,0,0,0,-0.512007945,-1.294825689,-1.064712835
201501729,3,0,3,2,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501730,5,0,1,2,1,1,0,0,1,1,-0.23039738,1.104203036,0.015101555
201501731,,,,,,,,,,,,,
201501732,2,0,1,2,1,1,1,1,0,0,1.768944013,-1.626742217,-1.202782661
201501733,,,,,,,,,,,,,
201501734,,,,,,,,,,,,,
201501735,,,,,,,,,,,,,
201501736,,,,,,,,,,,,,
201501737,,,,,,,,,,,,,
201501738,2,0,5,1,1,1,1,1,0,0,1.768944013,-1.626742217,-1.202782661
201501739,,,,,,,,,,,,,
201501740,3,0,3,2,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501741,,,,,,,,,,,,,
201501742,,,,,,,,,,,,,
201501743,,,,,,,,,,,,,
201501744,4,1,3,2,0,1,0,0,1,1,-0.914990958,0.776252731,1.221291572
201501745,2,0,2,2,0,1,0,0,1,1,-0.714420752,0.942561385,-1.1369775
201501746,4,1,1,2,0,0,0,0,1,1,-1.503984623,0.326819815,1.427812365
201501747,2,0,5,2,0,1,0,0,1,1,-0.714420752,0.942561385,-1.1369775
201501748,4,1,1,2,0,0,0,0,0,0,-1.301571816,-1.91056726,1.50007703
201501749,,,,,,,,,,,,,
201501750,5,1,2,2,1,1,1,1,1,1,1.336935335,0.418234559,1.599128228
201501751,,,,,,,,,,,,,
201501752,,,,,,,,,,,,,
201501753,,,,,,,,,,,,,
201501754,,,,,,,,,,,,,
201501755,4,0,3,2,1,1,0,0,1,1,-0.201371715,1.130304681,-0.500804927
201501756,,,,,,,,,,,,,
201501757,,,,,,,,,,,,,
201501758,,,,,,,,,,,,,
201501759,5,1,1,2,0,1,0,0,1,1,-0.944016623,0.750151087,1.737198053
201501760,3,0,5,1,1,1,0,0,1,1,-0.17234605,1.156406325,-1.016711408
201501761,3,0,5,1,1,1,0,1,1,1,0.666107968,0.900258492,-0.93743799
201501762,,,,,,,,,,,,,
201501763,3,1,3,2,0,1,0,0,1,1,-0.885965293,0.802354376,0.70538509
201501764,,,,,,,,,,,,,
201501765,3,1,3,1,1,1,1,1,1,1,1.394986665,0.470437848,0.567315265
201501767,3,0,3,2,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501768,2,1,3,2,0,1,0,1,1,1,-0.01848561,0.572308187,0.268752027
201501769,3,0,2,2,1,1,0,0,1,1,-0.17234605,1.156406325,-1.016711408
201501770,,,,,,,,,,,,,
201501771,,,,,,,,,,,,,
201501772,3,1,4,1,0,1,0,1,1,1,-0.047511275,0.546206542,0.784658508
201501773,3,1,2,2,1,1,0,0,1,1,-0.314864926,1.042300961,0.309744701
201501774,4,1,4,1,0,1,0,0,1,1,-0.914990958,0.776252731,1.221291572
201501775,,,,,,,,,,,,,
201501776,,,,,,,,,,,,,
201501777,4,0,3,1,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501778,4,0,2,2,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501779,5,1,4,2,1,1,1,1,1,1,1.336935335,0.418234559,1.599128228
201501780,,,,,,,,,,,,,
201501781,4,0,2,2,0,1,0,0,0,1,-0.669839145,-0.154366359,-0.024282187
201501782,2,0,2,2,1,1,1,1,0,0,1.768944013,-1.626742217,-1.202782661
201501783,5,1,3,2,1,1,0,0,1,1,-0.372916256,0.990097672,1.341557664
201501784,2,1,1,1,0,1,1,1,1,1,0.852911962,0.256592908,0.447049173
201501785,5,0,1,2,1,1,1,1,1,1,1.479454211,0.532339924,0.272672119
201501786,5,1,3,2,0,1,0,0,0,1,-0.841383685,-0.294573369,1.818080404
201501787,3,0,5,2,0,1,1,1,1,1,0.966405173,0.344596628,-0.363500455
201501788,2,0,3,2,1,1,0,1,1,1,0.695133633,0.926360137,-1.453344472
201501789,3,0,1,2,0,1,1,1,1,1,0.966405173,0.344596628,-0.363500455
201501790,4,0,4,2,1,1,0,0,0,0,0.001041092,-1.107082394,-0.428540262
201501791,5,0,1,2,0,0,0,1,1,1,-0.552037394,0.158675701,0.696536156
201501792,2,0,3,,0,0,0,0,0,0,-1.10100161,-1.744258606,-0.858192042
201501793,3,1,5,1,1,1,0,0,1,1,-0.314864926,1.042300961,0.309744701
201501794,2,0,1,2,0,0,0,0,0,0,-1.10100161,-1.744258606,-0.858192042
201501795,5,0,3,1,0,0,0,0,1,1,-1.390491412,0.414823535,0.617262738
201501796,5,0,5,1,0,0,0,0,1,1,-1.390491412,0.414823535,0.617262738
201501797,5,0,3,,1,1,,,0,0,,,
201501798,5,0,5,2,0,1,1,1,1,1,0.908353843,0.292393339,0.668312508
201501799,1,0,3,1,0,0,0,0,0,0,-1.071975945,-1.718156961,-1.374098523
201501800,1,0,2,2,0,0,0,0,0,0,-1.071975945,-1.718156961,-1.374098523
201501801,5,0,3,1,1,1,0,0,0,0,-0.027984573,-1.133184038,0.087366219
201501802,5,0,1,2,0,0,0,0,0,0,-1.188078605,-1.82256354,0.689527402
201501803,2,0,3,2,0,0,0,0,1,1,-1.303414417,0.493128468,-0.930456706
201501804,2,0,4,2,0,0,0,0,0,0,-1.10100161,-1.744258606,-0.858192042
201501805,5,1,2,2,1,1,0,1,1,1,0.465537762,0.733949838,1.420831082
201501806,3,0,3,2,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501807,,,,,,,,,,,,,
201501808,,,,,,,,,,,,,
201501809,,,,,,,,,,,,,
201501810,,,,,,,,,,,,,
201501811,3,0,3,1,0,0,0,0,0,1,-1.229807144,-0.577697631,-0.333667874
201501812,,,,,,,,,,,,,
201501813,2,0,5,1,1,1,0,0,1,1,-0.143320385,1.18250797,-1.53261789
201501814,5,1,5,1,0,0,0,0,0,0,-1.330597481,-1.936668904,2.015983512
201501815,3,0,3,2,0,1,1,1,0,1,1.069038111,-0.700127827,-0.282618104
201501816,3,1,3,2,0,1,0,0,0,1,-0.783332355,-0.242370079,0.786267441
201501817,,,,,,,,,,,,,
201501818,,,,,,,,,,,,,
201501819,3,0,5,1,0,0,,,1,1,,,
201501820,4,0,5,1,1,1,0,0,1,1,-0.201371715,1.130304681,-0.500804927
201501821,,,,,,,,,,,,,
201501822,,,,,,,,,,,,,
201501823,,,,,,,,,,,,,
201501824,4,0,5,1,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501825,,,,,,,,,,,,,
201501827,2,0,3,2,0,0,0,0,1,1,-1.303414417,0.493128468,-0.930456706
201501828,,,,,,,,,,,,,
201501829,,,,,,,,,,,,,
201501830,,,,,,,,,,,,,
201501831,2,0,3,1,1,1,0,0,1,1,-0.143320385,1.18250797,-1.53261789
201501832,,,,,,,,,,,,,
201501833,,,,,,,,,,,,,
201501834,5,0,,2,,,0,0,1,1,,,
201501835,3,0,3,1,0,1,0,1,1,1,0.095007601,0.660311907,-0.541797601
201501836,,,,,,,,,,,,,
201501837,5,1,1,2,1,1,1,1,1,1,1.336935335,0.418234559,1.599128228
201501838,,,,,,,,,,,,,
201501839,,,,,,,,,,,,,
201501840,,,,,,,,,,,,,
201501841,,,,,,,,,,,,,
201501842,,,,,,,,,,,,,
201501843,2,0,2,1,0,1,0,0,1,1,-0.714420752,0.942561385,-1.1369775
201501845,1,0,2,1,0,0,0,0,1,1,-1.274388752,0.519230113,-1.446363188
201501846,1,0,1,2,0,1,0,0,1,1,-0.685395087,0.96866303,-1.652883982
201501847,5,0,3,1,0,1,0,1,0,1,0.139589208,-0.436615837,0.570897713
201501848,3,0,1,2,0,0,0,0,1,1,-1.332440082,0.467026824,-0.414550225
201501849,3,0,3,2,1,1,0,0,1,1,-0.17234605,1.156406325,-1.016711408
201501850,,,,,,,,,,,,,
201501851,,,,,,,,,,,,,
201501852,4,0,4,2,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501853,,,,,,,,,,,,,
201501854,,,,,,,,,,,,,
201501855,,,,,,,,,,,,,
201501856,,,,,,,,,,,,,
201501857,,,,,,,,,,,,,
201501858,,,,,,,,,,,,,
201501859,,,,,,,,,,,,,
201501860,3,0,4,1,1,1,1,1,1,1,1.537505541,0.584543213,-0.759140844
201501861,,,,,,,,,,,,,
201501862,4,0,2,2,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501863,3,1,2,2,1,1,1,1,,,,,
201501864,,,,,,,,,,,,,
201501865,,,,,,,,,,,,,
201501866,,,,,,,,,,,,,
201501867,2,0,2,2,1,1,0,0,0,1,-0.040687447,0.137783515,-1.451735539
201501868,4,1,5,1,,,1,1,1,1,,,
201501869,4,1,3,2,0,0,0,0,1,1,-1.503984623,0.326819815,1.427812365
201501870,4,1,1,2,0,0,0,0,0,1,-1.401351685,-0.717904641,1.508694716
201501871,2,1,1,2,1,1,0,0,,,,,
201501872,,,,,,,,,,,,,
201501873,4,0,5,1,1,1,0,0,0,1,-0.098738777,0.085580226,-0.419922576
201501874,5,1,2,1,0,1,0,0,1,1,-0.944016623,0.750151087,1.737198053
201501875,,,,,,,,,,,,,
201501876,3,0,4,2,0,1,0,1,1,1,0.095007601,0.660311907,-0.541797601
201501877,,,,,,,,,,,,,
201501878,,,,,,,,,,,,,
201501879,,,,,,,,,,,,,
201501880,4,1,3,1,0,0,0,0,0,1,-1.401351685,-0.717904641,1.508694716
201501881,4,0,2,1,1,1,0,0,1,1,-0.201371715,1.130304681,-0.500804927
201501882,4,1,4,2,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201501883,,,,,,,,,,,,,
201501884,,,,,,,,,,,,,
201501885,4,1,3,2,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201501886,,,,,,,,,,,,,
201501887,,,,,,,,,,,,,
201501888,5,0,1,1,0,0,1,1,1,1,0.319360179,-0.157039578,0.874833302
201501889,3,0,3,2,1,1,1,1,1,1,1.537505541,0.584543213,-0.759140844
201501890,3,0,2,2,0,1,1,1,1,1,0.966405173,0.344596628,-0.363500455
201501891,,,,,,,,,,,,,
201501892,,,,,,,,,,,,,
201501893,5,0,1,2,1,1,0,0,1,1,-0.23039738,1.104203036,0.015101555
201501894,5,1,1,2,0,0,0,0,0,1,-1.43037735,-0.744006285,2.024601198
201501895,,,,,,,,,,,,,
201501896,,,,,,,,,,,,,
201501897,,,,,,,,,,,,,
201501898,,,,,,,,,,,,,
201501899,,,,,,,,,,,,,
201501900,5,0,3,2,1,1,1,1,0,0,1.681867018,-1.705047151,0.344936783
201501901,,,,,,,,,,,,,
201501902,,,,,,,,,,,,,
201501903,,,,,,,,,,,,,
201501904,,,,,,,,,,,,,
201501905,3,1,4,2,0,1,1,1,1,1,0.823886297,0.230491263,0.962955654
201501906,3,0,3,2,0,0,0,0,1,1,-1.332440082,0.467026824,-0.414550225
201501907,,,,,,,,,,,,,
201501908,4,1,3,1,0,0,0,0,1,1,-1.503984623,0.326819815,1.427812365
201501909,3,0,3,2,1,1,0,0,0,1,-0.069713112,0.11168187,-0.935829057
201501910,4,1,4,1,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201501911,1,0,2,2,0,0,,,,,,,
201501912,,,,,,,,,,,,,
201501913,,,,,,,,,,,,,
201501914,,,,,,,,,,,,,
201501915,3,0,3,2,0,0,0,0,1,1,-1.332440082,0.467026824,-0.414550225
201501916,,,,,,,,,,,,,
201501917,,,,,,,,,,,,,
201501918,,,,,,,,,,,,,
201501919,,,,,,,,,,,,,
201501920,,,,,,,,,,,,,
201501921,,,,,,,,,,,,,
201501922,2,0,5,1,1,1,,,0,0,,,
201501923,5,1,5,2,0,1,1,1,0,1,0.868467905,-0.866436481,2.075650968
201501924,4,0,3,2,0,1,0,0,0,1,-0.669839145,-0.154366359,-0.024282187
201501925,3,1,3,2,0,1,0,0,0,0,-0.683552486,-1.435032699,0.777649755
201501926,,,,,,,,,,,,,
201501927,,,,,,,,,,,,,
201501928,,,,,,,,,,,,,
201501929,3,0,4,1,1,1,0,0,0,1,-0.069713112,0.11168187,-0.935829057
201501930,5,0,3,1,0,1,0,0,0,0,-0.59908494,-1.373130623,0.483006609
201501931,2,0,2,2,1,1,0,0,0,1,-0.040687447,0.137783515,-1.451735539
201501932,3,1,2,2,0,1,0,0,1,1,-0.885965293,0.802354376,0.70538509
201501933,,,,,,,,,,,,,
201501934,,,,,,,,,,,,,
201501935,2,0,1,2,0,1,1,1,1,1,0.995430838,0.370698272,-0.879406936
201501936,,,,,,,,,,,,,
201501937,,,,,,,,,,,,,
201501938,4,1,2,2,0,0,0,0,0,0,-1.301571816,-1.91056726,1.50007703
201501939,,,,,,,,,,,,,
201501940,,,,,,,,,,,,,
201501941,5,1,3,2,1,1,1,1,1,1,1.336935335,0.418234559,1.599128228
201501942,,,,,,,,,,,,,
201501943,5,0,2,2,1,1,0,0,1,1,-0.23039738,1.104203036,0.015101555
201501944,,,,,,,,,,,,,
201501945,,,,,,,,,,,,,
201501946,,,,,,,,,,,,,
201501947,,,,,,,,,,,,,
201501948,,,,,,,,,,,,,
201501949,2,0,2,2,0,1,0,0,1,1,-0.714420752,0.942561385,-1.1369775
201501950,,,,,,,,,,,,,
201501951,,,,,,,,,,,,,
201501952,,,,,,,,,,,,,
201501953,4,1,4,1,1,1,1,1,0,1,1.468593938,-0.600388252,1.164104097
201501954,,,,,,,,,,,,,
201501955,1,0,,,0,0,,,0,0,,,
201501956,,,,,,,,,,,,,
201501957,,,,,,,,,,,,,
201501958,3,0,3,1,1,1,1,1,1,1,1.537505541,0.584543213,-0.759140844
201501959,,,,,,,,,,,,,
201501960,,,,,,,,,,,,,
201501961,5,1,3,1,0,1,0,1,1,1,-0.105562605,0.494003253,1.816471471
201501962,,,,,,,,,,,,,
201501963,3,0,2,1,0,1,0,0,1,1,-0.743446417,0.916459741,-0.621071019
201501964,4,1,3,2,0,1,1,1,0,1,0.89749357,-0.840334837,1.559744486
201501965,4,1,4,1,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201501966,,,,,,,,,,,,,
201501968,3,0,4,1,1,1,1,1,1,1,1.537505541,0.584543213,-0.759140844
201501969,2,0,4,1,1,1,0,0,0,0,0.059092422,-1.054879104,-1.460353225
201501970,2,0,4,2,1,1,0,1,0,0,0.89754644,-1.311026938,-1.381079807
201501971,3,0,2,,0,0,0,0,0,0,-1.130027275,-1.770360251,-0.34228556
201501972,3,1,3,2,,,,,1,1,,,
201501973,,,,,,,,,,,,,
201501974,4,1,4,1,1,1,0,0,1,1,-0.343890591,1.016199316,0.825651182
201501975,,,,,,,,,,,,,
201501976,,,,,,,,,,,,,
201501977,,,,,,,,,,,,,
201501978,4,0,4,2,0,1,0,0,1,1,-0.772472082,0.890358096,-0.105164538
201501979,,,,,,,,,,,,,
201501980,3,0,,,1,1,1,1,1,1,1.537505541,0.584543213,-0.759140844
201501981,,,,,,,,,,,,,
201501982,,,,,,,,,,,,,
201501983,,,,,,,,,,,,,
201501984,3,0,1,,0,0,1,1,1,1,0.377411509,-0.104836289,-0.156979661
201501985,1,0,3,2,0,1,0,0,0,1,-0.58276215,-0.076061426,-1.572001631
201501986,,,,,,,,,,,,,
201501987,,,,,,,,,,,,,
201501988,5,0,4,1,0,1,0,0,0,1,-0.69886481,-0.180468004,0.491624295
201501989,,,,,,,,,,,,,
201501990,,,,,,,,,,,,,
201501991,,,,,,,,,,,,,
201501992,,,,,,,,,,,,,
201501993,,,,,,,,,,,,,
201501994,,,,,,,,,,,,,
201501995,,,,,,,,,,,,,
201501996,,,,,,,,,,,,,
201501997,,,,,,,,,,,,,
201501998,,,,,,,,,,,,,
201501999,,,,,,,,,,,,,
201502000,5,0,2,1,1,1,0,0,0,1,-0.127764442,0.059478581,0.095983905
201502001,,,,,,,,,,,,,
201502003,,,,,,,,,,,,,
201502004,,,,,,,,,,,,,
201502005,,,,,,,,,,,,,
201502006,,,,,,,,,,,,,
201502007,,,,,,,,,,,,,
201502008,,,,,,,,,,,,,
201502009,,,,,,,,,,,,,
201502010,,,,,,,,,,,,,
201502011,,,,,,,,,,,,,
201502012,,,,,,,,,,,,,
201502013,,,,,,,,,,,,,
201502014,,,,,,,,,,,,,
201502015,,,,,,,,,,,,,
201502016,,,,,,,,,,,,,
201502017,,,,,,,,,,,,,
201502018,,,,,,,,,,,,,
201502019,,,,,,,,,,,,,
201502020,,,,,,,,,,,,,
201502021,,,,,,,,,,,,,
201502022,,,,,,,,,,,,,
201502023,,,,,,,,,,,,,
201502024,,,,,,,,,,,,,
201502025,,,,,,,,,,,,,
201502026,,,,,,,,,,,,,
201502027,,,,,,,,,,,,,
201502028,,,,,,,,,,,,,
201502029,,,,,,,,,,,,,
201502031,,,,,,,,,,,,,
201502032,,,,,,,,,,,,,
201502033,,,,,,,,,,,,,
201502034,,,,,,,,,,,,,
201502035,,,,,,,,,,,,,
201502036,4,1,4,1,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201502037,,,,,,,,,,,,,
201502039,,,,,,,,,,,,,
201502040,,,,,,,,,,,,,
201502041,,,,,,,,,,,,,
201502042,,,,,,,,,,,,,
201502043,,,,,,,,,,,,,
201502044,5,0,4,2,1,1,0,1,0,1,0.710689576,-0.196669252,0.175257323
201502045,,,,,,,,,,,,,
201502046,,,,,,,,,,,,,
201502047,,,,,,,,,,,,,
201502048,,,,,,,,,,,,,
201502049,,,,,,,,,,,,,
201502050,,,,,,,,,,,,,
201502052,,,,,,,,,,,,,
201502053,,,,,,,,,,,,,
201502054,,,,,,,,,,,,,
201502055,,,,,,,,,,,,,
201502056,,,,,,,,,,,,,
201502057,,,,,,,,,,,,,
201502058,4,1,3,1,1,1,0,0,1,1,-0.343890591,1.016199316,0.825651182
201502059,,,,,,,,,,,,,
201502060,,,,,,,,,,,,,
201502061,5,1,4,2,0,1,0,0,1,1,-0.944016623,0.750151087,1.737198053
201502062,1,0,3,2,0,1,0,1,1,1,0.153058931,0.712515196,-1.573610564
201502063,,,,,,,,,,,,,
201502064,,,,,,,,,,,,,
201502065,,,,,,,,,,,,,
201502066,4,1,3,1,,,,,1,1,,,
201502067,,,,,,,,,,,,,
201502068,,,,,,,,,,,,,
201502069,,,,,,,,,,,,,
201502070,,,,,,,,,,,,,
201502071,4,1,4,2,1,1,1,1,1,1,1.365961,0.444336203,1.083221746
201502072,,,,,,,,,,,,,
201502073,,,,,,,,,,,,,
201502074,,,,,,,,,,,,,
201502075,,,,,,,,,,,,,
201502076,,,,,,,,,,,,,
201502077,,,,,,,,,,,,,
201502078,,,,,,,,,,,,,
201502079,,,,,,,,,,,,,
201502080,,,,,,,,,,,,,
201502081,,,,,,,,,,,,,
201502082,,,,,,,,,,,,,
201502083,,,,,,,,,,,,,
201502084,2,0,4,1,0,0,0,0,0,0,-1.10100161,-1.744258606,-0.858192042
201502085,,,,,,,,,,,,,
201502086,,,,,,,,,,,,,
201502087,,,,,,,,,,,,,
201502088,,,,,,,,,,,,,
201502089,,,,,,,,,,,,,
201502090,,,,,,,,,,,,,
201502091,,,,,,,,,,,,,
201502092,,,,,,,,,,,,,
201502093,3,0,2,1,0,1,1,1,1,1,0.966405173,0.344596628,-0.363500455
201502094,,,,,,,,,,,,,
201502096,,,,,,,,,,,,,
201502097,,,,,,,,,,,,,
201502098,,,,,,,,,,,,,
201502099,,,,,,,,,,,,,
201502100,,,,,,,,,,,,,
201502102,4,1,3,2,1,1,0,0,1,1,-0.343890591,1.016199316,0.825651182
201502103,,,,,,,,,,,,,
201502104,,,,,,,,,,,,,
201502105,,,,,,,,,,,,,
201502106,,,,,,,,,,,,,
201502107,,,,,,,,,,,,,
201502109,,,,,,,,,,,,,
201502110,,,,,,,,,,,,,
201502111,,,,,,,,,,,,,
