bank_loan_restrict_rate,DFH,size,age,age^2,asset,tax_tolerance,employee_number,gdp_2_proportion,reserve_rate,loan_rate_annual,industry,company_ownership,bank_type,industry,company,region,is_bank_loan,is_need_bank_loan,is_need_bank_loan_pro,no_apply_bank_loan_reason_1,no_apply_bank_loan_reason_2,no_apply_bank_loan_reason_3,no_apply_bank_loan_reason_4,no_apply_bank_loan_reason_5,no_apply_bank_loan_reason_6,no_apply_bank_loan_reason_7,no_apply_bank_loan_reason_8,no_receive_bank_loan_reason_1,no_receive_bank_loan_reason_2,no_receive_bank_loan_reason_3,no_receive_bank_loan_reason_4,no_receive_bank_loan_reason_5,no_receive_bank_loan_reason_6,no_receive_bank_loan_reason_7,no_receive_bank_loan_reason_8,is_private_loan,is_need_private_loan
0.0,5.482844821891153,11.918397239722838,2.70805020110221,5.2832037287379885,15.201805169084134,5.0,2.079441541679836,34.6564,1.62,3.85,6.0,3.0,2.0,6.0,201501269,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,10.12667110305036,2.8903717578961645,5.66988092298052,10.819798284210286,4.0,1.791759469228055,34.6564,1.62,3.85,6.0,3.0,7.0,6.0,201501273,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,15.068273812173889,3.091042453358316,6.091309882077698,14.508658238524095,5.0,2.3978952727983707,34.6564,1.62,3.85,13.0,3.0,5.0,13.0,201501274,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,14.220976332738882,3.951243718581428,7.86403565907245,14.508658238524095,3.0,2.079441541679836,34.6564,1.62,3.85,5.0,3.0,8.0,5.0,201501276,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,16.118095750958314,4.219507705176107,8.4096079807363,15.424948670398354,3.0,2.772588722239781,34.6564,1.62,3.85,13.0,3.0,3.0,13.0,201501285,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,17.216707972959764,3.1780538303479458,6.272877006546167,17.216707972959764,3.0,4.394449154672439,34.6564,1.62,3.85,4.0,4.0,0.0,4.0,201501286,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,16.811242881518265,5.278114659230517,10.546025415269533,15.424948670398354,4.0,3.9318256327243257,34.6564,1.62,3.85,4.0,6.0,2.0,4.0,201501287,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,15.068273812173889,2.5649493574615367,4.976733742420574,14.508658238524095,3.0,3.044522437723423,34.6564,1.62,3.85,6.0,3.0,2.0,6.0,201501289,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,12.765691290604371,5.872117789475416,11.738601806062707,15.573368647930426,3.0,3.9318256327243257,34.6564,1.62,3.85,1.0,3.0,1.0,1.0,201501291,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
0.0,5.482844821891153,11.918397239722838,5.236441962829949,10.46224583005742,12.206077645517674,3.0,1.0986122886681098,34.6564,1.62,3.85,11.0,3.0,2.0,11.0,201501292,华东,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0
