year,province,gdp,gdp_1,gdp_2,gdp_3,gdp_per,gdp_1_proportion,gdp_2_proportion,gdp_3_proportion,gdp_index,gdp_index_1,gdp_index_2,gdp_index_3,gdp_index_per
1969,青海省,7.03,3.35,1.79,1.89,262,47.6529,25.4623,26.8848,112.38,114.4,118.51,104.61,
1969,宁夏回族自治区,5.86,2.31,2.14,1.41,225,39.4198,36.5188,24.0614,123.3,105.2,141,122.5,
1969,新疆维吾尔自治区,19.84,9.26,6.9,3.69,211,46.6734,34.7782,18.5988,101.8,103,101,100.3,
1970,北京市,63.37,6.48,45.06,11.83,824,10.2257,71.1062,18.6681,144.3,136.8,159.8,95.9,
1970,天津市,50.99,3.8,35.8,11.39,791,7.4524,70.2098,22.3377,117.5,109.3,121.2,111.5,
1970,河北省,104.25,46.41,36.91,20.93,232,44.518,35.4053,20.0767,117.4,103,130,114.1,
1970,山西省,57.7,15.2,30.3,12.2,277,26.3432,52.513,21.1438,124.4,99.2,147,121.7,
1970,内蒙古自治区,39.17,17.69,12.94,8.54,263,45.1621,33.0355,21.8024,123.3,119.7,140.2,105.6,
1970,中国,2279.7,793.3,918.1,568.3,279,34.8,40.3,24.9,119.4,107.71,134.8,107.06,116.15
1970,辽宁省,136.82,28.5,85.31,23.01,447,20.8303,62.352,16.8177,124.6,126.1,126.8,114.9,
1970,吉林省,56.07,18.73,26.57,10.77,303,33.4047,47.3872,19.2081,126.9,131,126.3,123.7,
1970,黑龙江省,111.21,25.56,64.02,21.63,448,22.9835,57.5668,19.4497,110.1,110.9,121.4,108.5,
1970,上海市,156.67,7.42,120.82,28.43,1446,4.7361,77.1175,18.1464,112.11,92.65,115.3,103.2,
1970,江苏省,129.23,51.03,46.16,32.04,249,39.4877,35.7193,24.793,114.9,107.1,136.5,110.1,
1970,浙江省,69.17,32.28,22.42,14.47,211,46.6676,32.4129,20.9195,110.41,105.58,119.11,107.03,
1970,安徽省,71.79,40.08,20.52,11.19,186,55.8295,28.5834,15.5871,123.01,122.93,134.78,108.84,
1970,福建省,34.7,15.34,10.64,8.72,173,44.2075,30.6628,25.1297,109.9,105,123.2,101,
1970,江西省,58.37,30.03,17.15,11.19,229,51.4477,29.3815,19.1708,107.8,104.7,125.3,180.8,
1970,山东省,126.31,52.23,53.71,20.37,199,41.3506,42.5224,16.127,115.68,103.47,126.11,117.43,
1970,河南省,97.19,44.49,36.06,16.64,163.5,45.7763,37.1026,17.1211,117.3,106,145.8,109.7,
1970,湖北省,88.15,44.41,26.9,16.84,222,50.38,30.5162,19.1038,126.9,112.2,161.2,111.3,
1970,湖南省,93.05,44.62,31.98,16.45,211,47.9527,34.3686,17.6787,117.6,100.9,147,106.2,
1970,广东省,112.07,44.09,44.14,23.84,257.51,39.3415,39.3861,21.2724,110.09,102,125.67,102.9,
1970,广西壮族自治区,39.36,19.27,11.47,8.62,141.69,48.9583,29.1413,21.9004,114.8,103.91,130.81,115.49,
1970,四川省,102.32,55.03,26.91,20.38,169,53.7823,26.2998,19.9179,203.4,126.8,637,223.1,
1970,贵州省,28.36,15.15,9.56,3.65,132,53.4203,33.7094,12.8702,135.3,110.8,205.8,118.3,
1970,云南省,38.52,18.87,13.38,6.27,156,48.9875,34.7352,16.2773,114.6,99.7,140.1,110.9,
1970,陕西省,46.84,18.89,20.42,7.53,196,40.3288,43.5952,16.076,124.5,107.7,153.3,99.6,
1970,甘肃省,34.5,8.28,21.05,5.17,218,24,61.0145,14.9855,122.43,106.7,134.64,108.08,
1970,青海省,8.45,3.36,2.79,2,303,39.7633,33.0178,23.6686,119.57,100.34,162.5,106.87,
1970,宁夏回族自治区,6.52,2.07,2.71,1.74,241,31.7485,41.5644,26.6871,118.9,96.3,132,124,
1970,新疆维吾尔自治区,23.08,10.35,8.67,4.06,236,44.844,37.565,17.591,117.2,111.2,129.7,112.3,
1971,北京市,61.14,6.28,41.91,12.95,787,10.2715,68.5476,21.1809,111.5,101.7,112.8,108.7,
1971,天津市,55.12,3.89,39.52,11.71,843,7.0573,71.6981,21.2446,109,100.7,112.5,102.7,
1971,河北省,107.6,44.06,41.87,21.67,234,40.948,38.9126,20.1394,105.3,92.8,113.6,103.9,
1971,山西省,62,18.2,30.7,13.1,290,29.3548,49.5161,21.129,109.3,107.9,110.7,107.5,
1971,内蒙古自治区,41.61,16.82,15.99,8.8,271,40.423,38.4283,21.1488,102.1,95,106.5,108.7,
1971,中国,2456.9,826.3,1029.9,600.6,292,33.6,41.9,24.4,107.05,101.89,112.31,105.82,104.15
1971,辽宁省,148.6,26.3,97.57,24.73,478,17.6985,65.6595,16.642,110.4,85.5,115.1,111.6,
1971,吉林省,60.9,19.56,29.86,11.48,319,32.1182,49.0312,18.8506,108.6,103.6,113,106.6,
1971,黑龙江省,115.59,25.93,66.67,22.99,449,22.4327,57.678,19.8893,102.5,100.3,103,105.7,
1971,上海市,164.86,7.57,128.23,29.06,1541,4.5918,77.7811,17.6271,106.11,102.29,106.4,105.38,
1971,江苏省,148.04,57.24,56.43,34.37,279,38.6652,38.1181,23.2167,113.3,111.1,122.7,106.1,
1971,浙江省,70.43,31.98,23.49,14.96,210,45.4068,33.3523,21.2409,104.53,99.81,112.18,104.56,
1971,安徽省,79.99,42.56,24.81,12.62,200,53.2067,31.0164,15.777,107.41,103.11,120.48,112.31,
1971,福建省,41.03,18.43,12.85,9.75,198,44.9184,31.3185,23.7631,114,110.7,121.4,111.4,
1971,江西省,62.24,29.14,18.83,14.27,238,46.8188,30.2539,22.9274,108.4,99.6,112.3,67.8,
1971,山东省,139.69,56.33,61.5,21.86,215,40.325,44.0261,15.6489,115.61,104.9,133.42,102.19,
1971,河南省,104.8,47.53,39.72,17.55,171.5,45.3531,37.9008,16.7462,105.1,105.7,104,105.6,
1971,湖北省,100.12,45.41,36.89,17.82,245,45.3556,36.8458,17.7986,113.8,104,134.8,106.2,
1971,湖南省,99.1,46.31,35.33,17.46,218,46.7306,35.6509,17.6186,105.6,100.6,111.6,102.8,
1971,广东省,113.23,43.28,45.41,24.54,254.28,38.2231,40.1042,21.6727,102.42,98.91,105.01,104.59,
1971,广西壮族自治区,45.75,21.6,14.56,9.59,160.07,47.2131,31.8251,20.9617,116.59,110.55,131.84,111.85,
1971,四川省,106.94,56.09,29.51,21.34,175,52.45,27.5949,19.9551,,,,,
1971,贵州省,32.29,15.93,12.06,4.3,145,49.3342,37.349,13.3168,125,110.4,151.3,116.5,
1971,云南省,43.47,21.99,14.57,6.91,171,50.5866,33.5174,15.896,107.8,105.7,127.1,111.2,
1971,陕西省,57.66,22.72,25.86,9.08,234,39.4034,44.8491,15.7475,118.4,108.1,126.7,116.6,
1971,甘肃省,37.87,8.33,24.62,4.92,231,21.9963,65.0119,12.9918,108.15,99.78,113.16,102.37,
1971,青海省,9.32,3.63,3.4,2.29,320,38.9485,36.4807,24.5708,105.78,102.8,106.48,105.45,
1971,宁夏回族自治区,8.12,2.7,3.35,2.07,288,33.2512,41.2562,25.4926,115.5,108,120,118.5,
1971,新疆维吾尔自治区,26.14,11.41,9.96,4.76,258,43.6496,38.1025,18.2096,108,106,109.7,109.8,
1972,北京市,67.19,5.37,47.01,14.81,853,7.9923,69.9658,22.042,86.8,115.7,80,113.1,
1972,天津市,56.37,3.46,40.53,12.38,849,6.138,71.8999,21.962,104.3,87.3,106.1,105.7,
1972,河北省,103,38.35,41.91,22.74,220,37.233,40.6893,22.0777,97.9,86.2,99.9,108.1,
1972,山西省,61.6,15.7,32.2,13.7,282,25.487,52.2727,22.2403,101.3,86.4,107.2,104.6,
1972,内蒙古自治区,39.36,14.56,15.54,9.26,247,36.9919,39.4817,23.5264,107.8,117,97.2,110.4,
1972,中国,2552.4,827.4,1091.6,633.3,296,32.4,42.8,24.8,103.77,99.11,106.72,105.12,101.25
1972,辽宁省,153.96,24.5,103.55,25.91,489,15.9132,67.2577,16.829,103.5,92.3,106,105,
1972,吉林省,56.02,15.53,29.26,11.23,286,27.7222,52.2313,20.0464,91,72.2,97.9,97.8,
1972,黑龙江省,115.7,27.52,64.56,23.62,433,23.7857,55.7995,20.4149,99.1,85.8,106,108.4,
1972,上海市,170.98,8.54,132.82,29.62,1605,4.9947,77.6816,17.3237,102.5,104.76,103.41,98.22,
1972,江苏省,157.31,60.2,61.74,35.37,291,38.2684,39.2473,22.4843,105.3,103.7,110.1,102.2,
1972,浙江省,84.39,39.78,29.22,15.39,247,47.1383,34.625,18.2368,117.56,119.37,124.36,102.75,
1972,安徽省,85.88,45.98,25.97,13.93,208,53.5398,30.2399,16.2203,104.71,104.32,103.2,109.25,
1972,福建省,44.5,20.23,14.74,9.53,208,45.4607,33.1236,21.4157,108.4,109.7,114.6,97.7,
1972,江西省,66.61,31.99,20.38,14.24,248,48.0258,30.596,21.3782,104.6,104.3,108.7,199.5,
1972,山东省,146.52,59.11,63.22,24.19,221,40.3426,43.1477,16.5097,108.35,103.03,112.04,110.99,
1972,河南省,111.41,49.05,43.09,19.27,177.7,44.0266,38.677,17.2965,105.2,102.3,107.7,110.4,
1972,湖北省,102.84,47.45,38.37,17.02,246,46.1396,37.3104,16.55,101.9,102.5,103.9,96.1,
1972,湖南省,107.01,47.73,39.91,19.37,230,44.6033,37.2956,18.1011,108,101.8,114.4,110.8,
1972,广东省,118.47,43.94,47.44,27.09,260.03,37.0896,40.0439,22.8665,104.1,101.49,103.76,109.56,
1972,广西壮族自治区,53.47,25.57,16.01,11.89,182.11,47.8212,29.942,22.2368,114.98,114.43,109.58,124.51,
1972,四川省,108.17,54.63,31.07,22.46,174,50.5038,28.7233,20.7636,,,,,
1972,贵州省,29.62,13.55,11.9,4.17,129,45.7461,40.1756,14.0783,95.9,90.3,96.2,116.5,
1972,云南省,49.5,24.84,16.89,7.77,188,50.1818,34.1212,15.697,112.7,110.6,116.3,111.3,
1972,陕西省,57.76,20.78,27.18,9.8,229,35.9765,47.0568,16.9668,102.7,94.9,106.4,108.5,
1972,甘肃省,41.17,9.88,24.7,6.59,243,23.9981,59.9951,16.0068,105.8,101.55,104.13,120.81,
1972,青海省,10.34,4.11,3.71,2.52,341,39.7485,35.8801,24.3714,115.47,114.5,119.49,110.77,
1972,宁夏回族自治区,8.83,2.69,3.84,2.3,302,30.4643,43.4881,26.0476,109.2,100.1,115,110,
1972,新疆维吾尔自治区,24.39,10.79,8.97,4.63,232,44.2394,36.7774,18.9832,94.9,94.3,91,103.2,
1973,北京市,73.03,6.03,50.45,16.55,914,8.2569,69.0812,22.6619,108.2,109.7,107.2,111.5,
1973,天津市,60.33,3.92,42.51,13.9,893,6.4976,70.4625,23.0399,107.8,117.3,105.5,111.7,
1973,河北省,112.57,43.16,45.46,23.95,236,38.3406,40.3838,21.2757,108.9,111.8,110.1,102.9,
1973,山西省,66.2,18.7,33.3,14.2,296,28.2477,50.3021,21.4502,106.9,119,103.7,103.1,
1973,内蒙古自治区,44.07,16.22,18.14,9.71,269,36.8051,41.1618,22.0331,111.7,110.8,116.8,105,
1973,中国,2756.2,907.5,1180.4,668.3,313,32.9,42.8,24.2,107.86,109,108.32,105.48,105.42
1973,辽宁省,171.98,31.4,113.6,26.98,538,18.2579,66.0542,15.6879,113.1,127.7,111.1,107.5,
1973,吉林省,63.33,21.28,30.27,11.78,316,33.6018,47.7973,18.601,113,136.6,104.2,104.9,
1973,黑龙江省,123.47,30.1,69.28,24.09,446,24.3784,56.1108,19.5108,106.3,109.3,107.4,99.4,
1973,上海市,185.35,8.97,142.39,33.99,1737,4.8395,76.8222,18.3383,109.8,96.46,110,112.51,
1973,江苏省,170.93,64.74,69.28,36.91,312,37.8752,40.5312,21.5936,108,106.5,112.9,103.9,
1973,浙江省,86.99,39.22,31.89,15.88,250,45.0856,36.6594,18.255,102.59,97.51,109.16,103.2,
1973,安徽省,92.18,49,28.33,14.85,216,53.1569,30.7333,16.1098,104.71,103.3,108.9,105.37,
1973,福建省,43.64,18.56,16.12,8.96,200,42.5298,36.9386,20.5316,98.3,91.8,109.7,94.3,
1973,江西省,66.84,31.13,22.36,13.35,242,46.5739,33.453,19.9731,99.4,96.9,106,45.2,
1973,山东省,154.33,61.92,65.99,26.42,229,40.1218,42.759,17.1192,105.46,104.57,104.85,109.29,
1973,河南省,117.05,53.77,43.1,20.18,182,45.9376,36.8219,17.2405,104.7,107.9,99.6,105.1,
1973,湖北省,113.29,52.55,43.06,17.68,266,46.3854,38.0087,15.606,110,110.7,112.1,103.6,
1973,湖南省,115.8,51.91,43.35,20.54,244,44.8273,37.4352,17.7375,106.8,108,106,105.5,
1973,广东省,128.96,44.51,54.29,30.16,276.92,34.5146,42.0983,23.3871,106.04,97.37,112.09,110.5,
1973,广西壮族自治区,58.53,27.72,18.32,12.49,194.14,47.3603,31.3002,21.3395,104.9,100.61,114,102.37,
1973,四川省,122.94,60.18,37.24,25.52,196,48.9507,30.2912,20.7581,,,,,
1973,贵州省,28.39,15.62,8.2,4.57,119,55.0194,28.8834,16.0972,97.9,119.1,69.2,113.5,
1973,云南省,54.57,27.23,18.85,8.49,202,49.8992,34.5428,15.558,110.2,109.3,111.8,109.3,
1973,陕西省,59.63,22.17,26.73,10.73,231,37.1793,44.8264,17.9943,102.6,102.7,100.8,109.3,
1973,甘肃省,43.85,10.96,25.43,7.46,252,24.9943,57.9932,17.0125,106.25,116.38,101.17,111.48,
1973,青海省,11.08,4.35,4.11,2.62,352,39.2599,37.0939,23.6462,109.16,113.28,108.82,103.5,
1973,宁夏回族自治区,8.96,2.4,4.15,2.41,296,26.7857,46.317,26.8973,103.3,86.5,114,104.2,
1973,新疆维吾尔自治区,24.67,10.72,9.27,4.67,226,43.4536,37.576,18.9299,103,103,102.7,103.4,
1974,北京市,80.19,5.6,56.38,18.21,990,6.9834,70.308,22.7086,109.6,98.9,111,108.1,
1974,天津市,66.69,4.79,46.81,15.09,977,7.1825,70.1904,22.6271,110.5,119.7,110,109,
1974,河北省,121.39,45.62,50.24,25.53,251,37.5813,41.3873,21.0314,108.4,105.6,110.2,107.1,
1974,山西省,64.4,19.2,30.9,14.3,283,29.8137,47.9814,22.205,97.4,103.2,93.4,101.1,
1974,内蒙古自治区,43.26,15.97,17.3,9.99,256,36.9163,39.9908,23.0929,96.2,94.3,95.4,101.8,
1974,中国,2827.7,945.2,1199.8,682.7,314,33.4,42.4,24.1,102.31,104.09,101.4,101.53,100.22
1974,辽宁省,185.14,33.1,123.79,28.25,572,17.8784,66.8629,15.2587,108.1,105.7,109.7,104.2,
1974,吉林省,65.11,22.11,30.88,12.12,319,33.9579,47.4274,18.6147,102.3,101.7,102.5,102.9,
1974,黑龙江省,131.43,32.58,73.59,25.26,460,24.7889,55.9918,19.2194,106.6,108.2,106.1,104.9,
1974,上海市,193.45,9.45,147.86,36.14,1805,4.885,76.4332,18.6818,110.9,102.4,112.2,107.2,
1974,江苏省,171.94,65.5,69.45,36.99,311,38.0947,40.392,21.5133,101,101.2,100.9,100.7,
1974,浙江省,86.57,42.1,28.34,16.13,245,48.6312,32.7365,18.6323,99.14,105.49,90.27,101.55,
1974,安徽省,91.44,50.31,25.85,15.28,210,55.0197,28.2699,16.7104,100.28,102.61,90.99,103.61,
1974,福建省,45.16,19.34,16.66,9.16,202,42.8255,36.8911,20.2834,103.6,104.2,103.8,102.1,
1974,江西省,64.73,32.4,18.37,13.96,227,50.0541,28.3794,21.5665,96.2,104,82.6,208.9,
1974,山东省,130.81,59.19,47.44,24.18,191,45.2488,36.2663,18.4848,84.18,95.68,72.4,91.69,
1974,河南省,119.92,53.97,44.94,21.01,182.2,45.005,37.475,17.52,102.1,100.4,104.1,104.3,
1974,湖北省,107.34,56.8,32.05,18.49,248,52.916,29.8584,17.2256,92.8,104.7,73.1,104.4,
1974,湖南省,108.17,53.17,34.87,20.13,223,49.1541,32.2363,18.6096,92.6,102.4,78.7,98.4,
1974,广东省,138.2,47.72,58.23,32.25,290.76,34.5297,42.1346,23.3357,106.62,105.31,108,106.2,
1974,广西壮族自治区,62.27,28.55,19.78,13.94,201.25,45.8487,31.7649,22.3864,105.36,101.1,107.22,111.99,
1974,四川省,130.75,61.15,42.46,27.14,206,46.7686,32.4742,20.7572,,,,,
1974,贵州省,24.48,14.52,5.79,4.17,101,59.3137,23.652,17.0343,89.8,93.4,68.4,115.3,
1974,云南省,51.78,24.29,18.98,8.51,186,46.91,36.6551,16.4349,96.3,91.7,100.7,100.3,
1974,陕西省,62.03,23.24,27.74,11.05,236,37.4657,44.7203,17.814,103.6,103.9,103.8,101.9,
1974,甘肃省,49.59,13.39,28.27,7.93,279,27.0014,57.0075,15.9911,113.69,114.17,112.32,117.88,
1974,青海省,11.76,4.66,4.31,2.79,361,39.6259,36.6497,23.7245,103.79,102.99,102.94,106.39,
1974,宁夏回族自治区,11.4,3.47,5.32,2.61,365,30.4386,46.6667,22.8947,120.5,142.1,116,108.4,
1974,新疆维吾尔自治区,25.05,10.25,10.15,4.65,222,40.9182,40.519,18.5629,92.9,89,105.2,82,
1975,北京市,91.25,6.04,60.5,24.71,1115,6.6192,66.3014,27.0795,113.2,101.7,107.8,136.9,
1975,天津市,69.73,4.37,50.29,15.07,1011,6.267,72.121,21.6119,104.3,91.9,107.4,99.9,
1975,河北省,132.79,50.66,57.19,24.94,272,38.1505,43.068,18.7815,110.5,110.5,114.9,98.7,
1975,山西省,69.8,20.8,34.7,14.3,301,29.7994,49.7135,20.4871,107.9,108.1,112,97.9,
1975,内蒙古自治区,48.55,18.15,20.02,10.38,280,37.3841,41.2358,21.38,111.3,111.7,115.6,103.1,
1975,中国,3039.5,971.2,1378.7,689.6,332,32,45.4,22.7,108.69,102.04,115.81,104.91,106.79
1975,辽宁省,198.51,36,132.69,29.82,607,18.1351,66.843,15.0219,108.2,107.4,109.2,105.1,
1975,吉林省,72.31,21.24,38.49,12.58,350,29.3735,53.2292,17.3973,112.8,98,125.9,103.8,
1975,黑龙江省,144.52,33.41,81.59,26.52,484,23.1179,56.4559,18.3504,107.6,110.2,109.4,98.6,
1975,上海市,204.12,8.22,157.54,38.36,1898,4.027,77.1801,18.7929,104.1,86.99,104,108.01,
1975,江苏省,184.16,67.59,79.61,36.96,329,36.7018,43.2287,20.0695,106.1,102.1,115.6,99.2,
1975,浙江省,84.23,39.2,28.63,16.4,235,46.5392,33.9903,19.4705,96.55,91.48,100.89,101.63,
1975,安徽省,97.01,50.03,29.11,17.87,218,51.572,30.0072,18.4208,103.49,98.1,112.8,116.94,
1975,福建省,46.48,19.43,17.81,9.24,203,41.8029,38.3176,19.8795,102.9,100.5,106.6,101.1,
1975,江西省,68.12,33.4,19.88,14.84,233,49.0311,29.1838,21.7851,109.9,107.7,107.3,65.1,
1975,山东省,166.19,65.54,75.31,25.34,240,39.4368,45.3156,15.2476,129.23,110.61,159.77,104.72,
1975,河南省,127.77,55.71,50.34,21.72,190.6,43.6018,39.3989,16.9993,106.3,102.9,111.9,106.1,
1975,湖北省,120.1,53.71,45.48,20.91,274,44.7211,37.8684,17.4105,111.4,94.5,139,116,
1975,湖南省,118.4,54.97,41.96,21.47,239,46.4274,35.4392,18.1334,110.4,102.9,123.7,106.6,
1975,广东省,157.66,48.58,71.75,37.33,326.08,30.8131,45.5093,23.6775,110.85,103.5,117.8,109.5,
1975,广西壮族自治区,67.02,30.36,22.72,13.94,211.69,45.2999,33.9003,20.7998,106.81,105.16,113.75,100.23,
1975,四川省,136.94,58.97,48.95,29.02,213,43.0627,35.7456,21.1918,261.3,130.9,1074.8,317.6,
1975,贵州省,31.1,16.16,9.46,5.48,124,51.9614,30.418,17.6206,110.6,91.9,168.1,100.9,
1975,云南省,54.29,26.34,19.12,8.83,190,48.5172,35.2183,16.2645,105.2,109.3,100.6,104.4,
1975,陕西省,64.92,23.76,29.87,11.29,243,36.5989,46.0105,17.3906,105,102.2,107.7,101.4,
1975,甘肃省,57.37,14.34,33.85,9.18,318,24.9956,59.003,16.0014,116.35,115.2,118.97,109.1,
1975,青海省,12.42,4.64,4.76,3.02,371,37.3591,38.3253,24.3156,107.83,99.78,116.23,108.13,
1975,宁夏回族自治区,12.06,3.35,5.9,2.81,374,27.7778,48.9221,23.3002,105.6,97,110,107.5,
1975,新疆维吾尔自治区,28.12,11.21,12.2,4.71,240,39.8649,43.3855,16.7496,115.7,109.2,131.1,101.3,
1976,北京市,93.84,5.58,63.59,24.67,1137,5.9463,67.7643,26.2894,103.3,109.9,103.9,100,
1976,天津市,65.25,4.01,45.57,15.67,928,6.1456,69.8391,24.0153,94.1,91.7,91.2,104,
1976,河北省,133.95,45.86,63,25.09,272,34.2367,47.0325,18.7309,104.9,89.5,110.8,106,
1976,山西省,64.6,19.1,31.3,14.2,274,29.5666,48.452,21.9814,92.4,91.3,91.2,97.2,
1976,内蒙古自治区,48.09,18.51,18.77,10.81,272,38.4903,39.031,22.4787,99.4,101.8,94.7,103.2,
1976,中国,2988.6,967.1,1346,675.5,321,32.4,45,22.6,98.38,98.23,97.5,100.39,96.87
1976,辽宁省,203.99,34.7,140.28,29.01,619,17.0106,68.7681,14.2213,103.4,95.4,106.9,96.8,
1976,吉林省,67.32,16.81,37.47,13.04,321,24.9703,55.6595,19.3702,93.5,78.1,98.1,103.7,
1976,黑龙江省,144.15,33.92,84.98,25.25,482,23.531,58.9525,17.5165,101,94.5,105.5,101.3,
1976,上海市,208.12,8.79,158.89,40.44,1929,4.2235,76.3454,19.4311,101.4,106.87,100.3,105.39,
1976,江苏省,187.97,62.38,85.04,40.55,332,33.1861,45.2413,21.5726,101,87.3,112,111.3,
1976,浙江省,87.27,39.57,30.72,16.98,240,45.342,35.2011,19.4569,103.99,101.61,107.28,103.56,
1976,安徽省,105.77,55.27,31.39,19.11,234,52.2549,29.6776,18.0675,108.61,108.08,109.41,109.67,
1976,福建省,46.92,18.87,17.37,10.68,201,40.2174,37.0205,22.7621,99.9,96.2,95.3,116.3,
1976,江西省,64.34,32.09,17.98,14.27,214,49.8757,27.9453,22.179,92.8,93.4,90.6,81.3,
1976,山东省,179.58,68.88,84.7,26,242,38.3562,47.1656,14.4782,105.2,104.8,106.29,102.51,
1976,河南省,125.52,59.98,42.39,23.15,184.5,47.7852,33.7715,18.4433,99.2,106.8,84,109,
1976,湖北省,114.64,57.87,34.48,22.29,258,50.4798,30.0768,19.4435,94.8,107.8,74.4,103.9,
1976,湖南省,118.53,55.07,41.47,21.99,236,46.4608,34.9869,18.5523,99.5,100.1,97.3,102.2,
1976,广东省,156.38,46.55,72.23,37.6,318.82,29.7672,46.1888,24.044,104.61,102.8,106,104.5,
1976,广西壮族自治区,67.32,29.74,23.56,14.02,208.15,44.1771,34.997,20.8259,101.12,97.88,103.74,103.62,
1976,四川省,140.89,56.12,54.69,30.08,212,39.8325,38.8175,21.35,,,,,
1976,贵州省,29.3,16.94,8,4.36,110,57.8157,27.3038,14.8805,93.4,105.1,85,80.2,
1976,云南省,49.27,25.7,14.96,8.61,169,52.1616,30.3633,17.4751,90.6,97.6,77.7,98.9,
1976,陕西省,62.94,23.78,27.75,11.41,233,37.782,44.0896,18.1284,97.6,100.1,94.1,106.1,
1976,甘肃省,56.45,13.55,34.43,8.47,309,24.0035,60.992,15.0044,100.28,94.58,102,102.78,
1976,青海省,12.24,4.57,4.56,3.11,356,37.3366,37.2549,25.4085,100.32,80.98,95.89,102.94,
1976,宁夏回族自治区,11.1,2.72,5.6,2.78,333,24.5045,50.4505,25.045,95.7,85,100,98.9,
1976,新疆维吾尔自治区,31.78,12.35,14.01,5.42,266,38.8609,44.0843,17.0548,106.7,104,105,115.9,
1977,北京市,99.09,5.17,67.26,26.66,1189,5.2175,67.8777,26.9048,106.8,92.4,107.8,107.6,
1977,天津市,67.73,3.56,46.97,17.2,961,5.2562,69.3489,25.395,103.6,88.2,103.2,109.5,
1977,河北省,158.18,48.42,78.74,31.02,318,30.6107,49.7787,19.6106,116.3,105.9,119.3,125.4,
1977,山西省,75.3,19,39.6,16.7,315,25.2324,52.5896,22.178,118,100.4,125.1,121.5,
1977,内蒙古自治区,51.65,18.91,21.6,11.14,287,36.6118,41.8199,21.5682,107,102.2,114.5,103.7,
1977,中国,3250,942.2,1517.8,790,344,29,46.7,24.3,107.62,97.78,113.29,109.61,106.16
1977,辽宁省,203.77,34.33,138.74,30.7,612,16.8474,68.0866,15.066,100.5,97.9,100,105.6,
1977,吉林省,72.91,19.76,39.2,13.95,343,27.1019,53.7649,19.1332,107.1,116.4,103.5,106.5,
1977,黑龙江省,155.67,37.95,92.05,25.67,511,24.3785,59.1315,16.49,108.2,111.9,108.3,101.6,
1977,上海市,230.36,7.98,176.98,45.4,2125,3.4641,76.8276,19.7083,109.5,78.09,112.4,102.89,
1977,江苏省,202.4,53.22,105.35,43.83,353,26.2945,52.0504,21.6551,106.3,86.7,123.9,107.1,
1977,浙江省,100,39.18,41.52,19.3,271,39.18,41.52,19.3,114.96,98.93,135.31,113.52,
1977,安徽省,108.01,52.88,34.64,20.49,235,48.9584,32.0711,18.9705,98.32,92.69,109.32,106.33,
1977,福建省,52.41,21.31,19.8,11.3,220,40.6602,37.779,21.5608,115.7,112.9,118.1,116.6,
1977,江西省,74.78,34.23,24.2,16.35,243,45.7743,32.3616,21.8641,112.6,106.2,136.9,88.3,
1977,山东省,207.07,79.01,95.34,32.72,293,38.1562,46.0424,15.8014,111.31,114.6,106.96,118.3,
1977,河南省,144.11,55.91,62.51,25.69,208.7,38.7968,43.3766,17.8267,110.2,92.5,145.4,106.1,
1977,湖北省,131.11,57.52,49.35,24.24,292,43.8716,37.6401,18.4883,115.8,99.1,150.2,108.6,
1977,湖南省,129.17,55.95,49.59,23.63,254,43.315,38.3913,18.2937,109.6,101.5,121.1,107.3,
1977,广东省,168.9,47.49,79.18,42.23,339.91,28.1172,46.8798,25.003,107.46,103.02,110.5,107.77,
1977,广西壮族自治区,68.75,30.18,24.41,14.16,208.45,43.8982,35.5055,20.5964,105,101.84,107.53,107.13,
1977,四川省,162.85,69.77,61.16,31.94,238,42.8431,37.556,19.6131,,,,,
1977,贵州省,37.72,18.07,13.5,6.15,144,47.9056,35.79,16.3043,128.5,101.7,170.2,136.8,
1977,云南省,55.84,24.36,21.45,10.03,187,43.6246,38.4133,17.962,120.1,94.4,144.7,114.3,
1977,陕西省,69.99,24.09,33.88,12.02,256,34.4192,48.4069,17.1739,112.3,101.4,122.1,100.9,
1977,甘肃省,58.72,13.51,35.28,9.93,318,23.0075,60.0817,16.9108,101.24,99.1,102.73,98.81,
1977,青海省,13.13,3.84,5.88,3.41,371,29.246,44.7829,25.9711,107.71,107.18,129.98,109.52,
1977,宁夏回族自治区,12.13,2.93,6.25,2.95,354,24.155,51.5251,24.3199,107.1,106,108,106.1,
1977,新疆维吾尔自治区,35.67,13.1,16.52,6.05,293,36.7255,46.3134,16.961,116.8,106.9,127.8,112.6,
1978,北京市,108.84,5.63,77.43,25.78,1257,5.1727,71.1411,23.6861,110.5,109,115.1,97.7,
1978,天津市,82.65,5.03,57.53,20.09,1133,6.0859,69.6068,24.3073,120.9,115.6,123.3,109.5,
1978,河北省,183.06,52.2,92.38,38.48,364,28.5152,50.4643,21.0204,114.5,110.4,118,112,
1978,山西省,87.99,18.2,51.47,18.32,365,20.6842,58.4953,20.8205,117.6,89.8,131.2,109.9,
1978,内蒙古自治区,58.04,18.96,26.37,12.71,317,32.6671,45.4342,21.8987,108,98.8,117.2,108.9,
1978,中国,3678.7025,1018.4642,1755.1134,905.1249,384.7351,27.6854,47.7101,24.6045,111.6656,104.1434,115.0235,113.6023,110.1813
1978,辽宁省,229.2,32.4,162.9,33.9,680,14.1361,71.0733,14.7906,110.7,96.9,115.4,103.4,
1978,吉林省,81.98,23.98,42.96,15.04,381,29.251,52.403,18.3459,112.8,119.7,111.6,107.2,
